,index,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NBA_PER,NBA_vorp,NBA_bpm,NBA_ws_per_48,NBA_ws,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
1047,2983,2983,/players/m/mcrobjo01.html,Josh McRoberts,2008,2018,F,Duke,6-10,240.0,"February 28, 1987",0.463,433,5.4,0.705,2.1,4.6,0.7,1.0,0.5,1.3,0.34,0.513,13.2,4.7,0.3,0.107,18.5,0.54,69.0,10.8,0.664,4.0,7.5,2.5,3.8,0.1,0.5,0.278
1048,2987,2987,/players/m/meeda01.html,Darnell Mee,1994,1995,G,Western Kentucky,6-5,175.0,"February 11, 1971",0.312,40,1.9,0.444,0.7,2.3,0.3,0.7,0.2,0.7,0.222,0.344,6.5,-0.1,-2.8,-0.02,-0.1,0.429,91.0,13.8,0.712,4.8,11.2,2.6,3.6,1.6,4.7,0.334
1049,2988,2988,/players/m/meeksjo01.html,Jodie Meeks,2010,2019,G,Kentucky,6-4,210.0,"August 21, 1987",0.42,539,9.3,0.879,3.1,7.4,1.6,1.9,1.4,3.9,0.373,0.517,12.8,4.2,-0.6,0.096,24.3,0.436,81.0,15.4,0.89,4.8,10.9,3.7,4.1,2.2,5.7,0.386
1050,2995,2995,/players/m/mekelga01.html,Gal Mekel,2014,2015,G,Wichita State,6-3,191.0,"March 4, 1988",0.311,35,2.3,0.667,0.9,3.0,0.2,0.3,0.1,0.7,0.217,0.335,4.8,-0.5,-8.0,-0.094,-0.7,0.379,62.0,6.7,0.809,2.2,5.7,1.5,1.9,0.8,2.7,0.306
1051,3000,3000,/players/m/meltode01.html,De'Anthony Melton,2019,2022,G,USC,6-2,200.0,"May 28, 1998",0.409,235,8.4,0.766,3.0,7.4,1.0,1.4,1.3,3.5,0.361,0.494,13.7,3.1,0.5,0.076,7.7,0.437,36.0,8.3,0.706,2.8,6.4,2.1,3.0,0.6,2.1,0.284
1052,3008,3008,/players/m/mercero01.html,Ron Mercer,1998,2005,G-F,Kentucky,6-7,210.0,"May 18, 1976",0.429,432,13.6,0.808,5.8,13.4,2.0,2.4,0.1,0.6,0.25,0.434,12.5,-2.5,-2.7,0.034,9.4,0.483,76.0,13.3,0.782,5.3,11.0,1.8,2.2,0.9,2.8,0.344
1053,3011,3011,/players/m/merrisa01.html,Sam Merrill,2021,2022,G,Utah State University,6-4,205.0,"May 15, 1996",0.417,36,3.2,0.75,1.1,2.7,0.2,0.2,0.8,1.9,0.4,0.563,11.0,0.0,-1.9,0.088,0.5,0.47,131.0,16.8,0.891,5.5,11.6,3.4,3.8,2.4,5.8,0.42
1054,3013,3013,/players/m/metuch01.html,Chimezie Metu,2019,2022,F,USC,6-9,225.0,"March 22, 1997",0.463,143,6.1,0.762,2.4,5.1,0.9,1.1,0.5,1.6,0.308,0.511,13.6,-0.2,-2.3,0.05,2.1,0.533,104.0,12.3,0.692,4.8,8.9,2.7,3.9,0.1,0.4,0.302
1055,3015,3015,/players/m/meyerlo01.html,Loren Meyer,1996,1999,C,Iowa State,6-10,257.0,"December 30, 1972",0.432,140,4.6,0.696,1.9,4.3,0.8,1.2,0.1,0.2,0.348,0.439,8.5,-2.7,-7.2,0.012,0.5,0.556,111.0,11.5,0.713,4.4,7.8,2.8,3.9,0.0,0.1,0.214
1056,3019,3019,/players/m/mickejo01.html,Jordan Mickey,2016,2018,F,LSU,6-8,235.0,"July 9, 1994",0.449,64,2.4,0.605,1.0,2.2,0.4,0.7,0.0,0.3,0.118,0.457,10.9,-0.3,-4.8,0.05,0.5,0.518,65.0,14.0,0.669,5.6,10.8,2.9,4.3,0.0,0.2,0.071
1057,3020,3020,/players/m/middlkh01.html,Khris Middleton,2013,2022,F-G,Texas A&M,6-7,222.0,"August 12, 1991",0.458,651,17.1,0.881,6.2,13.5,2.8,3.2,1.9,4.8,0.392,0.527,16.7,14.3,0.7,0.117,50.6,0.431,87.0,11.3,0.768,3.9,9.1,2.4,3.1,1.1,3.3,0.321
1058,3022,3022,/players/m/mihmch01.html,Chris Mihm,2001,2009,C,Texas,7-0,265.0,"July 16, 1979",0.459,436,7.5,0.704,2.9,6.3,1.7,2.5,0.0,0.0,0.231,0.459,13.4,-4.3,-3.9,0.073,13.3,0.497,96.0,14.6,0.684,5.2,10.4,4.2,6.1,0.1,0.3,0.3
1059,3036,3036,/players/m/millean02.html,Andre Miller,2000,2016,G,Utah,6-3,200.0,"March 19, 1976",0.461,1304,12.5,0.807,4.6,10.0,3.1,3.8,0.1,0.7,0.217,0.468,17.4,33.4,1.3,0.12,100.8,0.513,134.0,12.1,0.676,4.4,8.6,2.9,4.2,0.4,1.5,0.294
1060,3037,3037,/players/m/millean01.html,Anthony Miller,1995,2005,F,Michigan State,6-9,225.0,"October 22, 1971",0.51,181,2.8,0.576,1.1,2.1,0.6,1.1,0.0,0.0,0.25,0.513,13.6,-0.2,-2.6,0.11,3.8,0.609,89.0,9.0,0.583,3.6,5.9,1.7,3.0,0.0,0.0,0.5
1061,3040,3040,/players/m/millebr01.html,Brad Miller,1999,2012,C,Purdue,6-11,244.0,"April 12, 1976",0.48,868,11.2,0.804,4.0,8.3,3.0,3.8,0.2,0.7,0.33,0.494,17.5,23.2,1.8,0.15,76.5,0.572,128.0,12.0,0.754,3.8,6.7,4.2,5.6,0.1,0.2,0.259
1062,3041,3041,/players/m/milleda01.html,Darius Miller,2013,2021,F,Kentucky,6-6,225.0,"March 21, 1990",0.419,271,5.9,0.84,2.0,4.8,0.6,0.7,1.3,3.3,0.383,0.552,8.7,-0.4,-2.3,0.059,6.5,0.448,152.0,8.2,0.815,2.9,6.5,1.2,1.5,1.2,3.0,0.379
1063,3047,3047,/players/m/millema01.html,Malcolm Miller,2018,2020,F,Holy Cross,6-7,210.0,"March 6, 1993",0.434,53,2.0,0.625,0.7,1.6,0.2,0.3,0.5,1.2,0.406,0.59,8.8,0.1,-1.5,0.093,0.7,0.445,112.0,9.0,0.765,3.0,6.7,2.2,2.8,0.9,2.5,0.37
1064,3048,3048,/players/m/millemi01.html,Mike Miller,2001,2017,F-G,Florida,6-8,218.0,"February 19, 1980",0.459,1032,10.6,0.769,3.9,8.5,1.3,1.7,1.5,3.8,0.407,0.55,14.3,19.8,0.8,0.105,60.7,0.483,65.0,13.3,0.718,4.5,9.2,3.1,4.4,1.2,3.5,0.345
1065,3049,3049,/players/m/milleol01.html,Oliver Miller,1993,2004,C,Arkansas,6-9,280.0,"April 6, 1970",0.534,493,7.4,0.639,3.1,5.8,1.1,1.7,0.0,0.1,0.116,0.535,15.2,7.4,0.6,0.089,21.1,0.636,137.0,12.2,0.646,5.0,7.8,2.3,3.5,0.0,0.2,0.167
1066,3050,3050,/players/m/millequ01.html,Quincy Miller,2013,2015,F,Baylor,6-9,210.0,"November 18, 1992",0.35,69,4.3,0.706,1.6,4.4,0.7,1.0,0.5,1.6,0.292,0.404,8.4,-0.5,-3.9,-0.003,-0.1,0.447,37.0,10.6,0.816,3.7,8.4,2.5,3.1,0.6,1.9,0.348
1067,3053,3053,/players/m/millsch01.html,Chris Mills,1994,2003,F,"Kentucky, Arizona",6-6,215.0,"January 25, 1970",0.432,568,11.2,0.817,4.2,9.8,2.0,2.4,0.8,2.2,0.351,0.471,13.3,6.8,-0.5,0.105,37.7,0.508,126.0,16.5,0.767,6.3,12.4,2.7,3.6,1.1,3.0,0.375
1068,3055,3055,/players/m/millspa02.html,Patty Mills,2010,2022,G,Saint Mary's,6-1,180.0,"August 11, 1988",0.426,820,9.2,0.855,3.3,7.7,0.9,1.0,1.8,4.5,0.389,0.541,13.6,9.0,0.1,0.1,35.3,0.415,58.0,16.4,0.806,5.6,13.4,3.0,3.7,2.2,6.7,0.331
1069,3056,3056,/players/m/millste01.html,Terry Mills,1991,2001,F,Michigan,6-10,230.0,"December 21, 1967",0.457,678,10.6,0.781,4.2,9.2,1.4,1.8,0.8,2.0,0.384,0.5,14.7,5.9,-0.6,0.097,33.3,0.562,102.0,13.8,0.755,5.9,10.4,2.0,2.7,0.0,0.0,0.0
1070,3057,3057,/players/m/millsel01.html,Elijah Millsap,2015,2017,G-F,"Louisiana, UAB",6-6,225.0,"August 12, 1987",0.327,69,4.2,0.679,1.3,4.1,1.0,1.5,0.4,1.5,0.279,0.379,7.4,-0.4,-3.5,0.016,0.4,0.422,87.0,12.8,0.629,4.4,10.6,3.3,5.3,0.6,2.0,0.291
1071,3058,3058,/players/m/millspa01.html,Paul Millsap,2007,2022,F,Louisiana Tech,6-7,257.0,"February 10, 1985",0.489,1085,13.4,0.736,5.0,10.3,2.8,3.9,0.5,1.5,0.341,0.513,18.7,29.9,1.9,0.15,95.4,0.577,92.0,18.6,0.62,7.2,12.4,4.2,6.8,0.1,0.2,0.375
1072,3059,3059,/players/m/miltosh01.html,Shake Milton,2019,2022,G,SMU,6-5,205.0,"September 26, 1996",0.447,178,9.7,0.819,3.6,8.1,1.5,1.8,1.0,2.9,0.361,0.512,13.3,0.2,-1.8,0.09,6.9,0.452,87.0,13.4,0.791,4.5,9.9,2.3,2.9,2.2,5.1,0.427
1073,3060,3060,/players/m/minerha01.html,Harold Miner,1993,1996,G,USC,6-5,210.0,"May 5, 1971",0.46,200,9.0,0.785,3.5,7.5,2.0,2.5,0.1,0.4,0.311,0.468,12.6,-0.9,-3.0,0.053,4.2,0.453,87.0,23.5,0.814,7.9,17.5,5.6,6.9,2.0,5.5,0.367
1074,3064,3064,/players/m/minorgr01.html,Greg Minor,1995,1999,G-F,Louisville,6-6,210.0,"September 18, 1971",0.478,277,6.9,0.767,2.9,6.0,1.0,1.4,0.1,0.4,0.226,0.485,12.9,0.7,-1.5,0.077,8.2,0.507,95.0,12.6,0.739,4.7,9.3,2.2,3.0,1.0,2.7,0.363
1075,3069,3069,/players/m/mitchda01.html,Davion Mitchell,2022,2022,G,"Auburn, Baylor",6-2,205.0,"September 5, 1998",0.418,75,11.5,0.659,4.7,11.2,0.7,1.1,1.3,4.3,0.316,0.477,10.8,-0.9,-3.8,0.003,0.1,0.459,94.0,9.0,0.657,3.3,7.1,1.2,1.9,1.2,3.2,0.376
1076,3070,3070,/players/m/mitchdo01.html,Donovan Mitchell,2018,2022,G,Louisville,6-1,215.0,"September 7, 1996",0.441,345,23.9,0.833,8.6,19.4,4.0,4.8,2.8,7.7,0.361,0.512,18.9,13.1,2.4,0.12,29.0,0.418,65.0,11.7,0.788,4.1,9.8,2.0,2.5,1.5,4.6,0.329
1077,3077,3077,/players/m/mitchto02.html,Tony Mitchell,2014,2014,F,University of North Texas,6-8,235.0,"April 7, 1992",0.417,21,1.0,0.579,0.2,0.6,0.5,0.9,0.0,0.0,1.0,0.458,18.1,0.0,0.4,0.151,0.2,0.49,55.0,13.7,0.702,4.7,9.6,3.5,4.9,0.9,2.6,0.34
1078,3078,3078,/players/m/mitrona01.html,Naz Mitrou-Long,2018,2020,G,Iowa State,6-3,218.0,"August 3, 1993",0.342,20,1.7,1.0,0.7,1.9,0.1,0.1,0.3,1.2,0.208,0.408,5.2,-0.1,-4.2,-0.016,0.0,0.451,131.0,9.5,0.751,3.3,7.3,1.0,1.3,2.0,5.2,0.38
1079,3081,3081,/players/m/moblecu01.html,Cuttino Mobley,1999,2009,G,Rhode Island,6-4,190.0,"September 1, 1975",0.433,747,16.0,0.835,5.8,13.4,3.0,3.6,1.5,3.8,0.378,0.487,14.4,12.9,-0.1,0.091,52.2,0.438,93.0,14.3,0.821,5.0,11.5,2.8,3.4,1.6,4.4,0.354
1080,3083,3083,/players/m/mobleev01.html,Evan Mobley,2022,2022,F-C,USC,7-0,215.0,"June 18, 2001",0.508,69,15.0,0.663,6.1,12.0,2.4,3.7,0.3,1.3,0.25,0.522,16.1,1.5,0.6,0.107,5.2,0.578,33.0,16.4,0.694,6.0,10.3,4.1,5.8,0.4,1.2,0.3
1081,3087,3087,/players/m/mohamna01.html,Nazr Mohammed,1999,2016,C,Kentucky,6-10,221.0,"September 5, 1977",0.486,1005,5.8,0.64,2.4,4.9,1.0,1.6,0.0,0.0,0.0,0.486,15.0,-2.2,-2.6,0.104,34.3,0.553,94.0,8.7,0.581,3.6,6.4,1.5,2.6,0.0,0.0,0.0
1082,3088,3088,/players/m/moisoje01.html,Jérôme Moïso,2001,2005,F-C,UCLA,6-10,235.0,"June 15, 1978",0.489,145,2.7,0.593,1.1,2.2,0.5,0.8,0.0,0.0,0.0,0.489,12.1,-0.3,-2.9,0.074,2.1,0.495,62.0,12.0,0.614,4.9,9.8,2.2,3.5,0.1,0.4,0.227
1083,3096,3096,/players/m/monkma01.html,Malik Monk,2018,2022,G,Kentucky,6-3,200.0,"February 4, 1998",0.424,309,10.3,0.83,3.7,8.8,1.2,1.4,1.6,4.6,0.355,0.518,12.9,0.1,-1.9,0.043,5.6,0.45,38.0,19.8,0.822,6.6,14.7,3.9,4.7,2.7,6.9,0.397
1084,3098,3098,/players/m/monrogr01.html,Greg Monroe,2011,2022,C-F,Georgetown,6-11,265.0,"June 4, 1990",0.514,646,13.0,0.703,5.2,10.1,2.6,3.7,0.0,0.0,0.059,0.514,20.1,15.3,1.4,0.137,50.4,0.543,65.0,14.5,0.677,5.3,9.8,3.7,5.5,0.1,0.5,0.273
1085,3099,3099,/players/m/monroro01.html,Rodney Monroe,1992,1992,G,NC State,6-3,185.0,"April 16, 1968",0.368,38,3.4,0.826,1.4,3.8,0.5,0.6,0.2,0.7,0.222,0.389,8.8,-0.3,-5.3,-0.035,-0.2,0.457,124.0,20.6,0.836,7.1,15.6,3.7,4.4,2.6,6.0,0.436
1086,3103,3103,/players/m/moodymo01.html,Moses Moody,2022,2022,G,Arkansas,6-6,205.0,"May 31, 2002",0.437,52,4.4,0.778,1.5,3.5,0.5,0.7,0.8,2.1,0.364,0.546,10.5,-0.1,-2.5,0.101,1.3,0.427,32.0,16.8,0.812,5.2,12.1,4.7,5.8,1.8,5.1,0.358
1087,3105,3105,/players/m/moonxa01.html,Xavier Moon,2022,2022,G,"Northwest Florida State College, Morehead State University",6-2,165.0,"January 2, 1995",0.49,10,5.8,0.6,2.5,5.1,0.3,0.5,0.5,1.4,0.357,0.539,16.2,0.1,-0.1,0.121,0.3,0.452,67.0,12.8,0.829,4.5,9.9,2.1,2.5,1.8,4.3,0.411
1088,3110,3110,/players/m/mooreet01.html,E'Twaun Moore,2012,2021,G-F,Purdue,6-3,191.0,"February 25, 1989",0.455,598,7.9,0.742,3.2,7.1,0.6,0.8,0.9,2.4,0.388,0.521,11.4,0.2,-1.9,0.057,14.8,0.44,140.0,15.3,0.729,5.6,12.7,2.4,3.3,1.7,4.6,0.38
1089,3116,3116,/players/m/mooremi01.html,Mikki Moore,1999,2012,C-F,Nebraska,6-11,225.0,"November 4, 1975",0.551,564,5.8,0.743,2.3,4.1,1.3,1.7,0.0,0.0,0.154,0.551,12.5,-0.7,-2.3,0.105,22.5,0.553,114.0,8.6,0.655,3.3,5.9,2.1,3.1,0.0,0.1,0.25
1090,3121,3121,/players/m/moranja01.html,Ja Morant,2020,2022,G,Murray State,6-3,174.0,"August 10, 1999",0.474,187,21.2,0.754,7.8,16.4,4.4,5.9,1.2,3.6,0.327,0.51,19.4,5.9,1.9,0.109,13.7,0.485,65.0,18.7,0.81,6.1,12.6,5.1,6.3,1.3,3.8,0.343
1091,3122,3122,/players/m/moreler01.html,Eric Moreland,2015,2019,F-C,Oregon State,6-10,238.0,"December 24, 1991",0.537,83,1.9,0.394,0.9,1.6,0.2,0.4,0.0,0.0,1.0,0.54,13.3,0.5,0.1,0.124,2.3,0.535,89.0,7.2,0.531,2.7,5.0,1.8,3.3,0.1,0.3,0.333
1092,3125,3125,/players/m/morgaju01.html,Juwan Morgan,2020,2022,F,Indiana,6-7,232.0,"April 17, 1997",0.525,52,1.5,0.545,0.6,1.1,0.1,0.2,0.2,0.4,0.348,0.593,9.2,-0.1,-3.2,0.107,0.7,0.562,128.0,10.7,0.671,4.0,7.2,2.2,3.3,0.4,1.5,0.297
1093,3130,3130,/players/m/morrida01.html,Darius Morris,2012,2015,G,Michigan,6-4,190.0,"January 3, 1991",0.384,132,3.3,0.63,1.3,3.3,0.4,0.6,0.4,1.1,0.322,0.439,7.7,-1.2,-5.1,-0.01,-0.3,0.469,67.0,9.9,0.695,3.8,8.0,2.0,2.9,0.3,1.5,0.223
1094,3133,3133,/players/m/morrima03.html,Marcus Morris,2012,2022,F,Kansas,6-8,218.0,"September 2, 1989",0.435,718,12.4,0.773,4.5,10.4,1.8,2.3,1.6,4.2,0.377,0.511,13.5,7.1,-0.5,0.09,36.4,0.555,109.0,12.6,0.66,4.7,8.4,2.9,4.3,0.4,1.1,0.358
1095,3134,3134,/players/m/morrima02.html,Markieff Morris,2012,2022,F,Kansas,6-9,245.0,"September 2, 1989",0.446,715,10.9,0.777,4.2,9.5,1.6,2.1,0.8,2.5,0.341,0.491,13.6,2.8,-1.4,0.073,27.1,0.553,109.0,8.5,0.653,3.1,5.7,1.9,2.9,0.3,0.9,0.404
1096,3136,3136,/players/m/morrimo01.html,Monte Morris,2018,2022,G,Iowa State,6-2,183.0,"June 27, 1995",0.481,280,10.5,0.83,4.2,8.7,1.0,1.2,1.2,3.0,0.394,0.549,15.1,4.2,0.3,0.125,18.5,0.476,140.0,12.2,0.78,4.5,9.5,2.0,2.6,1.1,2.9,0.381
1097,3138,3138,/players/m/morrite01.html,Terence Morris,2002,2006,F,Maryland,6-9,221.0,"January 11, 1979",0.407,139,3.4,0.711,1.5,3.7,0.2,0.3,0.2,0.8,0.196,0.428,9.9,-0.4,-2.8,0.025,1.0,0.495,136.0,12.7,0.78,4.7,9.6,2.5,3.2,0.7,2.2,0.338
1098,3139,3139,/players/m/morriad01.html,Adam Morrison,2007,2010,F,Gonzaga,6-8,205.0,"July 19, 1984",0.373,161,7.5,0.71,2.9,7.8,0.9,1.2,0.8,2.3,0.331,0.423,7.4,-2.4,-5.0,-0.021,-1.4,0.503,95.0,19.7,0.761,7.0,14.0,4.2,5.5,1.3,3.7,0.368
1099,3143,3143,/players/m/morroan01.html,Anthony Morrow,2009,2017,G,Georgia Tech,6-5,210.0,"September 27, 1985",0.447,564,9.4,0.88,3.5,7.8,1.1,1.2,1.4,3.4,0.417,0.539,13.2,4.3,-0.6,0.091,23.2,0.437,123.0,11.4,0.867,3.8,8.8,1.6,1.8,2.1,5.0,0.421
1100,3144,3144,/players/m/mortodw01.html,Dwayne Morton,1995,1995,F,Louisville,6-7,195.0,"August 8, 1971",0.388,41,4.1,0.682,1.2,3.1,1.4,2.1,0.2,0.6,0.36,0.422,11.0,-0.1,-3.5,0.025,0.2,0.524,95.0,15.0,0.711,5.4,10.4,3.0,4.2,1.2,2.5,0.461
1101,3149,3149,/players/m/motenla01.html,Lawrence Moten,1996,1998,G,Syracuse,6-5,185.0,"March 25, 1972",0.408,119,6.3,0.652,2.4,5.9,1.0,1.5,0.5,1.7,0.299,0.45,12.6,0.0,-2.1,0.001,0.0,0.483,121.0,19.3,0.716,6.9,14.3,3.8,5.3,1.6,5.2,0.316
1102,3151,3151,/players/m/motlejo01.html,Johnathan Motley,2018,2020,F,Baylor,6-8,230.0,"May 4, 1995",0.552,46,4.9,0.587,2.0,3.5,1.0,1.6,0.0,0.2,0.2,0.558,19.1,0.0,-1.4,0.111,0.9,0.519,102.0,12.0,0.654,4.7,9.0,2.5,3.9,0.1,0.5,0.24
1103,3152,3152,/players/m/mottoha01.html,Hanno Möttölä,2001,2002,C,Utah,6-11,247.0,"September 9, 1976",0.442,155,4.6,0.783,1.9,4.3,0.8,1.1,0.0,0.1,0.063,0.443,8.1,-2.3,-5.9,0.019,0.9,0.5,120.0,12.4,0.774,4.5,9.0,2.9,3.7,0.6,1.8,0.333
1104,3155,3155,/players/m/mournal01.html,Alonzo Mourning,1993,2008,C,Georgetown,6-10,240.0,"February 8, 1970",0.527,838,17.1,0.692,6.1,11.6,4.8,7.0,0.0,0.1,0.247,0.529,21.2,27.4,2.2,0.166,89.7,0.566,120.0,16.7,0.754,5.1,9.0,6.4,8.5,0.1,0.2,0.261
1105,3160,3160,/players/m/muhamsh01.html,Shabazz Muhammad,2014,2018,F-G,UCLA,6-6,223.0,"November 13, 1992",0.473,278,9.0,0.751,3.4,7.2,1.8,2.4,0.4,1.4,0.319,0.504,15.9,0.0,-2.0,0.085,8.5,0.443,32.0,17.9,0.711,6.3,14.3,4.0,5.6,1.3,3.3,0.377
1106,3161,3161,/players/m/muldemy01.html,Mychal Mulder,2020,2022,G-F,"Vincennes University, Kentucky",6-3,184.0,"June 12, 1994",0.413,84,5.8,0.711,2.0,4.9,0.3,0.5,1.4,3.8,0.369,0.557,8.9,-0.5,-3.7,0.041,1.0,0.376,56.0,2.9,0.933,1.0,2.7,0.3,0.3,0.7,1.9,0.343
1107,3164,3164,/players/m/mulleby01.html,Byron Mullens,2010,2014,C,Ohio State,7-0,275.0,"February 14, 1989",0.408,189,7.4,0.706,2.9,7.2,0.9,1.3,0.6,1.8,0.319,0.448,12.2,-1.8,-4.0,0.008,0.6,0.638,33.0,8.8,0.559,3.6,5.7,1.6,2.8,0.0,0.0,0.0
1108,3168,3168,/players/m/munfoxa02.html,Xavier Munford,2016,2018,G,Rhode Island,6-2,180.0,"June 1, 1992",0.398,20,4.2,0.5,1.7,4.2,0.4,0.8,0.5,1.3,0.36,0.452,8.9,-0.1,-3.2,0.0,0.0,0.398,61.0,17.1,0.71,5.8,14.5,3.5,4.9,2.1,6.4,0.335
1109,3171,3171,/players/m/murdoer01.html,Eric Murdock,1992,2000,G,Providence,6-1,190.0,"June 14, 1968",0.438,508,10.1,0.786,3.7,8.5,2.1,2.6,0.6,1.7,0.343,0.473,17.4,12.1,2.0,0.103,25.6,0.435,117.0,17.3,0.784,5.9,13.5,4.1,5.2,1.4,4.1,0.354
1110,3183,3183,/players/m/murphtr02.html,Trey Murphy III,2022,2022,F,"Rice University, Virginia",6-9,206.0,"June 18, 2000",0.394,62,5.4,0.882,1.8,4.5,0.7,0.8,1.1,3.0,0.382,0.522,12.5,0.2,-1.2,0.104,1.9,0.455,86.0,11.0,0.819,3.6,7.9,1.6,1.9,2.2,5.5,0.401
1111,3184,3184,/players/m/murphtr01.html,Troy Murphy,2002,2013,F-C,Notre Dame,6-11,245.0,"May 2, 1980",0.445,729,10.8,0.785,3.9,8.8,2.1,2.7,0.8,2.2,0.388,0.493,15.4,10.6,0.1,0.121,50.3,0.496,94.0,21.4,0.777,7.2,14.6,6.2,8.0,0.7,2.0,0.335
1112,3185,3185,/players/m/murrade01.html,Dejounte Murray,2017,2022,G,Washington,6-4,180.0,"September 19, 1996",0.455,320,12.5,0.771,5.1,11.2,1.6,2.1,0.7,2.1,0.33,0.486,17.5,7.8,1.8,0.096,16.4,0.416,34.0,16.1,0.663,5.9,14.3,3.2,4.9,1.0,3.5,0.288
1113,3186,3186,/players/m/murraja01.html,Jamal Murray,2017,2021,G,Kentucky,6-3,215.0,"February 23, 1997",0.446,345,16.3,0.878,6.0,13.5,2.4,2.7,2.0,5.3,0.367,0.518,16.0,6.0,0.3,0.096,20.8,0.454,36.0,20.0,0.783,6.8,14.9,3.3,4.2,3.1,7.7,0.408
1114,3188,3188,/players/m/murrala01.html,Lamond Murray,1995,2006,F,California,6-7,236.0,"April 20, 1973",0.43,736,11.3,0.759,4.3,9.9,2.0,2.7,0.7,2.0,0.36,0.466,14.1,4.0,-1.2,0.052,19.8,0.489,88.0,19.2,0.713,7.3,15.0,3.4,4.8,1.1,3.3,0.337
1115,3190,3190,/players/m/murratr01.html,Tracy Murray,1993,2004,F,UCLA,6-7,225.0,"July 25, 1971",0.43,659,9.0,0.829,3.3,7.7,1.3,1.5,1.1,2.9,0.388,0.504,14.6,5.8,-0.1,0.096,24.1,0.5,98.0,18.3,0.791,6.5,12.9,3.4,4.2,2.0,4.9,0.411
1116,3193,3193,/players/m/murryto01.html,Toure' Murry,2014,2015,G-F,Wichita State,6-5,195.0,"November 8, 1989",0.433,56,2.6,0.61,1.0,2.4,0.4,0.7,0.1,0.2,0.417,0.451,10.7,-0.3,-4.7,-0.006,-0.1,0.405,139.0,11.1,0.763,3.7,9.2,2.6,3.5,1.0,3.1,0.311
1117,3195,3195,/players/m/muscami01.html,Mike Muscala,2014,2022,F-C,Bucknell,6-10,240.0,"July 1, 1991",0.458,432,6.2,0.847,2.2,4.8,0.8,0.9,0.9,2.5,0.377,0.556,14.1,3.8,0.2,0.119,16.6,0.501,133.0,15.3,0.819,5.4,10.8,4.3,5.2,0.2,0.5,0.313
1118,3197,3197,/players/m/mustaje01.html,Jerrod Mustaf,1991,1994,F-C,Maryland,6-10,238.0,"October 28, 1969",0.449,179,4.0,0.648,1.6,3.5,0.8,1.3,0.0,0.0,0.0,0.449,10.7,-1.0,-4.1,0.043,1.7,0.525,59.0,16.6,0.756,6.7,12.7,3.1,4.0,0.2,0.6,0.389
1119,3201,3201,/players/m/mykhasv01.html,Svi Mykhailiuk,2019,2022,G-F,Kansas,6-7,205.0,"June 10, 1997",0.398,220,6.6,0.785,2.3,5.8,0.6,0.8,1.3,3.7,0.353,0.511,10.0,-0.7,-2.7,0.033,2.5,0.428,136.0,8.7,0.746,3.1,7.3,0.7,1.0,1.7,4.3,0.409
1120,3204,3204,/players/n/ndiayma02.html,Mamadou N'Diaye,2001,2005,C,Auburn,7-0,255.0,"June 16, 1975",0.427,69,3.8,0.736,1.2,2.9,1.3,1.8,0.0,0.0,0.0,0.427,13.3,-0.5,-4.2,0.101,1.8,0.506,128.0,6.8,0.641,2.5,4.9,1.9,2.9,0.0,0.0,0.0
1121,3209,3209,/players/n/naderab01.html,Abdel Nader,2018,2022,F,"Northern Illinois, Iowa State",6-5,225.0,"September 25, 1993",0.428,202,4.6,0.718,1.6,3.9,0.7,0.9,0.6,1.7,0.357,0.508,9.3,-0.4,-2.6,0.052,2.8,0.391,117.0,10.3,0.731,3.7,9.5,1.8,2.5,1.1,3.6,0.305
1122,3212,3212,/players/n/nailole01.html,Lee Nailon,2001,2006,F,"Butler County Community College, TCU",6-9,238.0,"February 22, 1975",0.474,306,8.6,0.786,3.7,7.7,1.2,1.6,0.0,0.0,0.111,0.474,14.0,0.0,-2.0,0.066,8.0,0.532,63.0,23.9,0.728,9.4,17.7,4.9,6.7,0.1,0.3,0.294
1123,3213,3213,/players/n/najered01.html,Eduardo Nájera,2001,2012,F,Oklahoma,6-8,240.0,"July 11, 1976",0.481,619,4.9,0.671,1.9,4.0,0.9,1.3,0.2,0.6,0.311,0.503,12.0,3.0,-0.9,0.106,24.7,0.43,126.0,13.1,0.669,4.9,11.3,2.7,4.0,0.7,2.3,0.288
1124,3215,3215,/players/n/nancela02.html,Larry Nance Jr.,2016,2022,F-C,Wyoming,6-7,245.0,"January 1, 1993",0.529,396,8.1,0.689,3.3,6.3,1.0,1.5,0.4,1.3,0.333,0.562,16.4,7.3,1.0,0.123,24.4,0.521,123.0,11.3,0.771,4.1,8.0,2.7,3.5,0.3,1.0,0.308
1125,3216,3216,/players/n/napiesh01.html,Shabazz Napier,2015,2020,G,UConn,6-0,175.0,"July 14, 1991",0.397,345,7.1,0.815,2.3,5.9,1.4,1.7,1.0,2.9,0.345,0.482,12.9,2.0,-0.7,0.065,8.1,0.411,143.0,13.7,0.813,4.2,10.1,3.6,4.4,1.8,4.8,0.375
